"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"10175","ENSG00000158246",70.9114749829341,2.34426595929208,0.246543749707603,9.5085191251952,1.93395927246042e-21,5.32647546531464e-19
"8731","ENSG00000145777",152.359715227603,-2.71573764240233,0.288531392907704,-9.41227786354273,4.85499263610248e-21,1.31327550806572e-18
"14869","ENSG00000181061",2495.69638382544,1.26940164356707,0.135434119030497,9.37283494479869,7.06099936200553e-21,1.87649154974842e-18
"10057","ENSG00000157214",3042.2581689143,1.99752540305775,0.21395673952061,9.33611816824931,9.99308044567554e-21,2.60991694122574e-18
"3590","ENSG00000108821",102630.042654454,-1.27767444977804,0.137410962772597,-9.29819880450497,1.42844950504251e-20,3.66748357667524e-18
"9433","ENSG00000151726",1467.2726206465,1.57876858168798,0.169886137393709,9.29309834168047,1.49861054513892e-20,3.78349208962739e-18
"5574","ENSG00000124766",1291.51440623753,-2.33686000008478,0.251736651086486,-9.28295498489784,1.64842167359329e-20,4.09349041173625e-18
"8088","ENSG00000141401",619.484641761847,2.19457904232314,0.237494704467004,9.24053884590103,2.45258971891051e-20,5.99223049388006e-18
"4118","ENSG00000112837",2671.37655657799,-1.63697813833651,0.177583943020421,-9.21805266002155,3.02544575288443e-20,7.27451623249101e-18
"40","ENSG00000003402",3368.64124197985,1.16220262652034,0.126162264947309,9.211967041062,3.20202418701706e-20,7.55846566094702e-18
"10090","ENSG00000157514",2226.53066704327,3.34396323644751,0.36305630565002,9.21059126203701,3.24333422208579e-20,7.55846566094702e-18
"17064","ENSG00000196975",4930.95191063167,1.12864141504841,0.123091943640323,9.16909248217192,4.77017850982234e-20,1.09482824343619e-17
"12625","ENSG00000169715",553.666937332632,2.16185876888054,0.235841992988313,9.16655571591811,4.88373762742472e-20,1.10416205343626e-17
"6077","ENSG00000128923",1481.47060477596,1.05761671886249,0.116125244958641,9.10755210238023,8.42616290465171e-20,1.87705170117153e-17
"8350","ENSG00000143320",1513.83086374816,-1.70793473670612,0.187621694220683,-9.10307703914683,8.78080979414115e-20,1.92770589509638e-17
"11338","ENSG00000164484",814.443778536837,-1.18519732647355,0.130860556337474,-9.05694855382599,1.34150839080211e-19,2.90302415769577e-17
"14197","ENSG00000177283",147.944137392655,2.46489908347486,0.272285705991067,9.0526202045866,1.395780735342e-19,2.97792768717756e-17
"10102","ENSG00000157613",2824.02409981575,-0.967857457005271,0.107759210511244,-8.98166803945061,2.6669242103859e-19,5.61091221373966e-17
"1215","ENSG00000072958",2238.97733777133,1.10154169593107,0.12320376961758,8.940811627357,3.86322418078725e-19,8.01645477952948e-17
"396","ENSG00000019995",2150.32530114508,0.983688497983555,0.111154600014458,8.84973269532351,8.77291636985243e-19,1.79583969149358e-16
"310","ENSG00000012048",241.131422314499,-1.4038233961424,0.158819393281717,-8.83911824075711,9.64769747512256e-19,1.94857761804209e-16
"9780","ENSG00000154734",29871.5829822854,2.18751182772317,0.248731951336852,8.79465551557015,1.43487511387594e-18,2.85993266118326e-16
"15823","ENSG00000185432",3844.63339206371,2.27073552491196,0.259830071037312,8.73930994917785,2.34538580785273e-18,4.61401353472119e-16
"10378","ENSG00000159884",556.353094430438,1.06236453771364,0.121849120050973,8.71868863122875,2.81442360685914e-18,5.46575497393619e-16
"11006","ENSG00000163513",13344.9279767174,1.47060177660591,0.168838871014366,8.71009008630943,3.0363339008048e-18,5.82207416827735e-16
"7758","ENSG00000139132",1181.80626883152,2.05659379070854,0.236656893878241,8.69019176667907,3.61828211147197e-18,6.85121717807217e-16
"13393","ENSG00000172986",767.448786143233,-1.64224518840118,0.19026124523771,-8.63152759433157,6.05379536390411e-18,1.13213447126444e-15
"16801","ENSG00000196136",739.231298473121,3.1959723573235,0.370364228359499,8.62926846763747,6.17456068667539e-18,1.14063713758242e-15
"15281","ENSG00000183160",2936.86870939488,-1.1735015386769,0.136036255602212,-8.62638811603556,6.33198858451533e-18,1.15562606118359e-15
"2821","ENSG00000103485",877.02425872006,-1.12081558590281,0.130351051034148,-8.59843919178826,8.08075333160185e-18,1.4572291841322e-15
"13560","ENSG00000173838",68.6055977078852,3.42320410131151,0.399933654919764,8.55942994344472,1.13426967086838e-17,2.02140199697814e-15
"17163","ENSG00000197321",9110.44803818925,-0.699997675743817,0.0822040102471965,-8.51537137469142,1.66057268292271e-17,2.92492500010618e-15
"12630","ENSG00000169738",602.024011028807,1.96012290941114,0.230279369073156,8.51193451371862,1.71055182345009e-17,2.97832632432436e-15
"8852","ENSG00000146592",695.026923183726,-2.050121815612,0.241313368272089,-8.49568273109685,1.96772815746998e-17,3.38717569651765e-15
"2126","ENSG00000099860",373.593536585354,1.41561923879371,0.167639229336075,8.44443895620485,3.05509159879062e-17,5.19983455488542e-15
"6003","ENSG00000128311",323.612537240654,1.34128570602986,0.158983436388077,8.4366380328816,3.26595918675091e-17,5.49697219565587e-15
"6849","ENSG00000134253",144.961579283392,-1.98729213117814,0.235824600844417,-8.42699245143313,3.54662725845808e-17,5.9037702979256e-15
"30379","ENSG00000253368",1051.82811426193,1.99268192552397,0.236941742651494,8.41000789149641,4.0998313723596e-17,6.75046148135905e-15
"6843","ENSG00000134243",5569.63403353965,2.21245327068601,0.263877046681536,8.38440970334242,5.09809373344642e-17,8.30386278217704e-15
"10756","ENSG00000162616",1478.5802156337,1.36904531097521,0.163317411153359,8.38272723836926,5.17152231183734e-17,8.33385318933108e-15
"9326","ENSG00000150907",688.436803565868,2.30465856340852,0.276464942246559,8.33616929756382,7.67360289657326e-17,1.22357617555044e-14
"7386","ENSG00000137076",20054.6022888147,0.637818119979929,0.0769664893629426,8.28695871747819,1.16180939355574e-16,1.82561783539619e-14
"12084","ENSG00000167549",2012.64281639704,2.38011528730012,0.287237716776448,8.286221301336,1.16903175358747e-16,1.82561783539619e-14
"6676","ENSG00000132970",1317.1363100402,1.08110356355691,0.130744995801442,8.26879496939787,1.35319751170069e-16,2.09165672522878e-14
"6714","ENSG00000133142",3090.41256136284,1.47957231767315,0.179481930812455,8.24357254780813,1.67143502457442e-16,2.55746441941952e-14
"10997","ENSG00000163491",152.345990684851,-2.07335876165857,0.252885654767,-8.1987994280217,2.42799641162484e-16,3.67792896432931e-14
"9031","ENSG00000148120",677.452807996761,1.237342027512,0.150972436291712,8.19581413603993,2.48902686863389e-16,3.73304742634318e-14
"15417","ENSG00000183722",3035.72495992267,0.708857106603143,0.0867179747609253,8.17428115171516,2.97635039261504e-16,4.42017213209144e-14
"2755","ENSG00000103064",1735.65850897605,1.37502501951818,0.168804145581936,8.14568276613059,3.77147713985154e-16,5.54663453538555e-14
"14605","ENSG00000179593",68.374680453134,8.90521994804555,1.09729843969138,8.11558608481225,4.83445859188306e-16,7.04157487979276e-14
"10785","ENSG00000162704",2647.46475331294,0.896288496730984,0.110459450780527,8.11418570704131,4.89053027450324e-16,7.05540500935001e-14
"8477","ENSG00000143891",522.051242860676,-1.13430242071862,0.140240205512523,-8.0882826474276,6.05118527482014e-16,8.64748627763919e-14
"10897","ENSG00000163110",1306.9698864189,1.48506037602707,0.184152776269873,8.06428448219933,7.36660369156362e-16,1.0428907730823e-13
"2705","ENSG00000102804",5381.91955977526,1.15063481822545,0.142712406877002,8.06261237831367,7.46810380792565e-16,1.04747070817091e-13
"5944","ENSG00000127824",250.274054098605,-1.69393990515707,0.210259939382658,-8.05640822560222,7.8568934425339e-16,1.09189194373856e-13
"5657","ENSG00000125503",2642.89398805396,0.679671874767472,0.0848197818110824,8.0131292518683,1.11826007496229e-15,1.53994578322989e-13
"7591","ENSG00000138078",1711.75719925759,-0.721383116760787,0.090051603991532,-8.0107747645297,1.13988042841982e-15,1.55557736303635e-13
"2503","ENSG00000101342",53.6989921743863,4.13397651329411,0.517122879138798,7.994186063047,1.3043265827122e-15,1.76410170311825e-13
"4084","ENSG00000112576",646.655062651387,1.08091845401116,0.135262366699621,7.9912726679666,1.33552804687465e-15,1.79031671274842e-13
"2956","ENSG00000104756",1773.40517447834,0.74974091794463,0.0939282291630052,7.98206167225311,1.43909089979269e-15,1.9122235921105e-13
"3124","ENSG00000105516",103.561538422428,-1.63352825266752,0.204953640155826,-7.97023293377736,1.58375568122786e-15,2.0861505268904e-13
"17499","ENSG00000198431",22549.3418198689,1.47777884979163,0.186335550925031,7.93074022887983,2.17843470837997e-15,2.84473525539136e-13
"4837","ENSG00000118689",5353.84171225133,1.27511106154093,0.160829463478271,7.92834244400255,2.22090192079643e-15,2.87540361506191e-13
"6198","ENSG00000130066",4093.86234822783,1.31921940928338,0.166836149538199,7.90727556908361,2.63082836478028e-15,3.3772701753976e-13
"9165","ENSG00000149218",2046.57063938358,1.97337460270098,0.24965025117628,7.9045568486433,2.68888446430804e-15,3.42279175338977e-13
"7633","ENSG00000138316",789.064272300271,-2.4111166065686,0.305348262308748,-7.8962840277461,2.87341485608358e-15,3.6272073533295e-13
"10602","ENSG00000161647",159.559255320831,1.74619505817693,0.222283831698989,7.85569982679435,3.97546125270804e-15,4.97688322777036e-13
"10710","ENSG00000162426",171.558303428143,1.41481575991765,0.180782422632225,7.82606925672131,5.03360115405304e-15,6.24991723619635e-13
"14635","ENSG00000179820",5333.64700663264,1.44782060766752,0.186058617010182,7.78152944987378,7.16529455741686e-15,8.824380646809e-13
"4876","ENSG00000119139",5612.08276049893,1.9906045298351,0.256287858094686,7.76706530162529,8.03254373508444e-15,9.81265907250477e-13
"7376","ENSG00000136999",447.010830897551,-2.603112545932,0.337096737941352,-7.72215288059207,1.14381084075526e-14,1.38611572926085e-12
"8811","ENSG00000146250",313.848766796697,-2.69647464748577,0.349882977885035,-7.70679003530083,1.290218118164e-14,1.5511288931705e-12
"9506","ENSG00000152332",3008.16674333955,0.671590342507515,0.0874319800509521,7.68128941053534,1.57495217484417e-14,1.87853350744405e-12
"4111","ENSG00000112773",526.025255753043,-1.22122534133336,0.159093484092214,-7.67614933007259,1.63942004137527e-14,1.94015115521505e-12
"7981","ENSG00000140545",9643.64532262346,1.18690083064364,0.155096886076631,7.65264126616446,1.96892619346169e-14,2.31203829291144e-12
"7265","ENSG00000136478",3731.7497567288,1.50626952927019,0.197529897845345,7.6255267972118,2.4303981659451e-14,2.83197472444126e-12
"662","ENSG00000049323",20409.7866530608,0.714830959663317,0.0938564600677385,7.6162147938182,2.61222860136732e-14,3.02061365293986e-12
"5327","ENSG00000122966",304.406799120582,-1.63516183103928,0.214765414336498,-7.61371115591864,2.6633564387961e-14,3.0564032829457e-12
"6555","ENSG00000132356",2379.44739571307,0.743310538148047,0.0977382489731091,7.60511412837522,2.84652582046587e-14,3.24204309236218e-12
"1377","ENSG00000077254",2760.38640634849,0.807378256688006,0.106871972062526,7.55463047145464,4.20050708931189e-14,4.74845383499227e-12
"12273","ENSG00000168234",600.316591488881,0.85729694952189,0.11355102273893,7.54988311723917,4.35649034745963e-14,4.88830487283841e-12
"4189","ENSG00000113456",1042.04583227699,0.794764475215348,0.105727506355186,7.51710224343489,5.60036206431621e-14,6.23781504046044e-12
"10044","ENSG00000157110",3434.87829270262,0.814657350208665,0.108463645560809,7.51087929966299,5.87315249500448e-14,6.49390613097284e-12
"5777","ENSG00000126016",404.432269103761,-2.49834443553287,0.332917620751434,-7.50439231751631,6.17142178220457e-14,6.77425341716194e-12
"12734","ENSG00000170214",201.735148456411,3.67653424426162,0.492399040779795,7.46657474888501,8.23092253462991e-14,8.9699291046456e-12
"12632","ENSG00000169744",723.055204287657,-1.33092723246984,0.178688961070526,-7.44829017134717,9.455766935917e-14,1.02311398246622e-11
"6495","ENSG00000131871",812.412261675281,0.67458453379099,0.0906985905439991,7.43765178427707,1.02490791430488e-13,1.10108546708442e-11
"8910","ENSG00000147119",456.929598028238,1.57257849673656,0.211884571765212,7.42186410098384,1.15483276941085e-13,1.23193005570673e-11
"9131","ENSG00000148848",1381.94483287751,-1.87020276451974,0.252293200275275,-7.41281478248,1.23646518343961e-13,1.30978843347855e-11
"17049","ENSG00000196932",76.845321674472,-2.00160016821289,0.271028338565336,-7.38520620687926,1.52217293212419e-13,1.60124135943175e-11
"402","ENSG00000020577",3148.84538169448,1.21192831225665,0.164217166913064,7.38003422564371,1.58248846668595e-13,1.65320933057646e-11
"7589","ENSG00000138074",455.62524681095,1.16352506242014,0.157962878667903,7.365813235566,1.76070179913842e-13,1.82678841461293e-11
"8774","ENSG00000146006",70.6375781071536,-4.00407245640369,0.544343695080789,-7.3557799834706,1.89815442699509e-13,1.95600294286542e-11
"13633","ENSG00000174306",3453.12773485147,1.10677518357928,0.15052966392141,7.35253872723128,1.94477160798042e-13,1.99050002146536e-11
"583","ENSG00000042286",599.801407958069,0.713141034512116,0.0971505186241742,7.3405787700516,2.12672162045423e-13,2.16211940313024e-11
"1010","ENSG00000067369",2103.04221988891,-0.714555059892353,0.0976932538499194,-7.31427229345931,2.58779922878379e-13,2.61333218117446e-11
"11220","ENSG00000164105",538.336736354273,1.20822503253305,0.165256721586835,7.31120054259446,2.64766029061436e-13,2.65607669418717e-11
"4536","ENSG00000116132",5567.43926136309,-0.758997718625371,0.104254287094421,-7.28025426846921,3.33191576413753e-13,3.32051710494443e-11
"36621","ENSG00000277443",5819.559271422,-1.23044140727914,0.169773948054938,-7.24752779431729,4.24447371016563e-13,4.20230638964634e-11
"1744","ENSG00000087448",1029.50646589609,1.03270113957726,0.142738180193073,7.23493278519025,4.65759754327947e-13,4.58138231075308e-11
"4272","ENSG00000114270",1600.10404986082,1.28714315565981,0.178167650553057,7.22433703124186,5.03552322458684e-13,4.9211681165188e-11
"6866","ENSG00000134318",4532.8305096745,0.782163700578806,0.108309577968178,7.22155616568473,5.13959853680219e-13,4.9906819638128e-11
"3614","ENSG00000108960",1740.11201941812,1.65402023919399,0.23028070591086,7.18262623284751,6.83848702347637e-13,6.5980510466e-11
"11658","ENSG00000165802",1606.98500012616,0.973100829987304,0.136301123067652,7.13934564944351,9.37762532412704e-13,8.99064989935926e-11
"25376","ENSG00000233608",4677.0149909135,0.73090611669005,0.102598295799061,7.12395962328198,1.04869776738855e-12,9.99098979899484e-11
"9904","ENSG00000155962",399.792911214587,-1.12259831210643,0.157663543576746,-7.12021489964786,1.07758914374782e-12,1.02020752184325e-10
"13282","ENSG00000172465",451.836644264137,1.01141481212897,0.142893929741309,7.07808102107632,1.46164267659127e-12,1.37521510962761e-10
"12770","ENSG00000170365",440.587106113682,-1.0103125062268,0.142782221229863,-7.07589850840266,1.48483506770484e-12,1.38841244478969e-10
"16481","ENSG00000188215",583.081987303012,0.683504967770797,0.0966262721424088,7.07369696270017,1.5085954094046e-12,1.40197566022459e-10
"8358","ENSG00000143344",1081.348967265,-1.06646138367718,0.151280737627181,-7.04955171692374,1.79495113164161e-12,1.65792193549433e-10
"5729","ENSG00000125848",184.742572213765,-2.47109782107096,0.351318458104346,-7.03378306509878,2.01007567963289e-12,1.84537129667146e-10
"15358","ENSG00000183508",90.312670404645,-2.50708739860953,0.35665190378169,-7.02950796568335,2.07263121225546e-12,1.89133840983408e-10
"13110","ENSG00000171793",696.197219293885,1.63240994072553,0.232607377074819,7.01787691024289,2.25264854958006e-12,2.04330061251729e-10
"10049","ENSG00000157152",39.3379445954457,2.76129512535328,0.394344936176493,7.0022329996839,2.51914664932941e-12,2.27143056214535e-10
"2080","ENSG00000099204",852.705676537009,1.43238896955503,0.204592912627233,7.00116612624228,2.53840733506206e-12,2.27525410127337e-10
"15915","ENSG00000185813",542.636302210557,1.06704322341351,0.152524346863016,6.99588783928269,2.63584346644838e-12,2.34869157822118e-10
"1619","ENSG00000084090",3687.50761292498,1.22178688255654,0.174673344283497,6.99469565644521,2.65835359187954e-12,2.35489708829189e-10
"3561","ENSG00000108604",2187.17292754325,1.29421182326908,0.185100644887846,6.99193578743745,2.71118975118077e-12,2.38773850877246e-10
"14272","ENSG00000177674",764.452788793193,1.13568296731078,0.162656751264333,6.98208318119665,2.90834833793998e-12,2.54656997821473e-10
"1997","ENSG00000093167",2143.3167581723,0.693029971844324,0.0994002237643646,6.97211681823978,3.12207129908995e-12,2.7179963240583e-10
"13498","ENSG00000173517",8182.50363163497,1.01701669207608,0.145987129898961,6.96648185891434,3.24964777482093e-12,2.81228454183173e-10
"15064","ENSG00000182197",5315.69341261284,-0.800659682375979,0.114943005244722,-6.96571035941955,3.26750778559799e-12,2.81228454183173e-10
"3596","ENSG00000108830",207.127559185892,-2.1501527009821,0.308864361654004,-6.96147878462826,3.36719273724868e-12,2.88170822507588e-10
"8474","ENSG00000143878",3361.69848587062,1.21417220858542,0.174641274842374,6.95237829477192,3.59178671076014e-12,3.05665084801093e-10
"13438","ENSG00000173221",1867.37437105185,1.05588459116288,0.152033677603584,6.94507038049832,3.78271691304433e-12,3.20115060328467e-10
"8714","ENSG00000145685",2024.95518100545,-1.17094749477972,0.16878255662729,-6.9376096569353,3.98789759427903e-12,3.35603737545215e-10
"1154","ENSG00000071282",4091.1283224481,1.59540879916284,0.230079516435579,6.93416269244266,4.08634166297184e-12,3.41988417186174e-10
"3200","ENSG00000105835",2566.81918505205,0.981745135199707,0.141917808835967,6.91770217742324,4.59028023991743e-12,3.82052555353128e-10
"7375","ENSG00000136997",749.927451766839,0.863503037776533,0.125404876087056,6.88572139074632,5.74954205476316e-12,4.75923841778974e-10
"7523","ENSG00000137801",94527.7106335346,1.86665919970009,0.271762974028329,6.86870316449183,6.47881561589754e-12,5.33375537769652e-10
"7520","ENSG00000137767",2380.71393941181,1.01700125616238,0.148333905799069,6.85616178367198,7.07352670849566e-12,5.79188013947525e-10
"18200","ENSG00000205208",599.162019395603,-1.36485589179419,0.199165605137391,-6.85286945430499,7.23831369925166e-12,5.89494494173463e-10
"10891","ENSG00000163083",425.094015267327,3.6677507970517,0.535683627308873,6.84685999360755,7.54885301143076e-12,6.11497462123814e-10
"11705","ENSG00000165996",290.646419503302,1.06167757812629,0.15548132706348,6.82832850849556,8.59096840009341e-12,6.92212709173484e-10
"16951","ENSG00000196569",18063.3843709086,2.06335309637727,0.302572640631008,6.81936440807799,9.14441752361399e-12,7.32908130411137e-10
"4256","ENSG00000114098",986.0038763734,1.03484661449065,0.151782475301943,6.81795847927773,9.23433206873294e-12,7.36219274616666e-10
"2811","ENSG00000103381",788.630769876001,0.975929473412972,0.143187289278565,6.81575493418511,9.37700270797139e-12,7.43679774975658e-10
"10372","ENSG00000159840",9428.47481927862,0.712531379941744,0.105501031151825,6.75378593140334,1.44036223579026e-11,1.13638578894535e-09
"2231","ENSG00000100242",3905.11621829708,1.70180771954166,0.252110718805816,6.75023944877351,1.47601357309712e-11,1.15847946141322e-09
"4338","ENSG00000114853",2770.80545881913,0.731741526431381,0.108528239955514,6.74240664670621,1.55784336940361e-11,1.21640264740855e-09
"1055","ENSG00000068831",92.7980655277013,1.73590940718871,0.257546887077371,6.7401684675273,1.58203091006817e-11,1.22895406285706e-09
"16726","ENSG00000189184",6554.03184581038,-0.900524447097163,0.133930224414595,-6.72383288412549,1.77005434485595e-11,1.36799914366724e-09
"7345","ENSG00000136877",1049.70413841123,0.68480677452437,0.102004366045106,6.71350453981108,1.90004703467287e-11,1.46101078584896e-09
"3336","ENSG00000106615",2235.4396722588,0.998893774492725,0.149070203498498,6.70082787203541,2.07242043122494e-11,1.58550629758563e-09
"3426","ENSG00000107562",27828.8323713402,-1.88373255499377,0.281339682907348,-6.69558071412957,2.14816836713393e-11,1.62708301119191e-09
"11068","ENSG00000163661",9917.5125665187,2.23513753814716,0.333823075593088,6.69557529591413,2.14824796830197e-11,1.62708301119191e-09
"6592","ENSG00000132530",554.09244258049,-0.942601170786892,0.141060565848054,-6.68224436163279,2.35310214905996e-11,1.77337270417713e-09
"5961","ENSG00000127954",524.031738995608,4.94701534171624,0.742101157784627,6.66622776399437,2.62461842764631e-11,1.96784606881955e-09
"7495","ENSG00000137672",647.480174180219,1.80009615487228,0.270060497084092,6.66552929550359,2.63713197762325e-11,1.96784606881955e-09
"5459","ENSG00000124151",1617.00100199498,1.35093949320908,0.203129825585647,6.65062104648672,2.91858852973556e-11,2.16719505139384e-09
"15721","ENSG00000185022",640.354706811007,1.27058487360296,0.191186156288399,6.64579956137782,3.01575428959184e-11,2.22842175506035e-09
"10155","ENSG00000158079",310.639926293876,0.964760857818979,0.145412326562513,6.63465663899016,3.25258782725887e-11,2.39175730132608e-09
"2094","ENSG00000099337",903.27373992759,2.39534880981584,0.361741973812636,6.62170547854785,3.55077996029269e-11,2.59841617577361e-09
